VendorA,2025-01-20 10:30:05.221164,2025-01-20 10:39:05.221164,2,14,Premium,Y,11,20,Cash,47.78,2.73,0.78,14.77,1.07,3.66,70.79
VendorB,2025-01-20 20:21:05.221180,2025-01-20 20:41:05.221180,1,8,Premium,Y,12,20,Credit,22.05,3.61,1.87,2.06,7.76,3.95,41.3
VendorA,2025-02-07 21:23:05.221195,2025-02-07 21:48:05.221195,4,15,Discount,Y,19,10,Credit,49.15,1.35,0.94,12.88,1.78,0.41,66.51
VendorB,2025-01-24 13:59:05.221209,2025-01-24 14:24:05.221209,3,1,Premium,N,11,1,Cash,45.34,2.93,0.95,0.35,7.0,4.31,60.88
VendorB,2025-02-05 06:38:05.221225,2025-02-05 07:17:05.221225,1,5,Premium,N,14,3,Digital,49.54,2.92,0.95,6.04,1.02,0.55,61.02
VendorA,2025-01-18 12:12:05.221240,2025-01-18 12:44:05.221240,4,8,Discount,N,8,20,Cash,27.42,1.98,1.65,9.56,1.33,0.97,42.91
VendorA,2025-02-10 13:50:05.221266,2025-02-10 14:37:05.221266,3,8,Premium,N,16,4,Credit,22.82,0.02,0.57,7.81,9.27,2.12,42.61
VendorB,2025-01-21 07:26:05.221285,2025-01-21 08:22:05.221285,3,12,Discount,N,5,14,Digital,35.09,1.8,1.77,1.01,5.45,1.26,46.38
VendorA,2025-01-27 07:46:05.221300,2025-01-27 07:51:05.221300,1,3,Standard,N,2,18,Digital,6.64,2.17,1.08,12.49,6.3,2.06,30.74
VendorB,2025-01-27 04:01:05.221323,2025-01-27 04:10:05.221323,3,11,Discount,Y,12,1,Credit,16.59,1.13,0.94,5.06,8.34,1.3,33.36
VendorB,2025-01-22 12:55:05.221349,2025-01-22 13:24:05.221349,2,13,Premium,Y,8,5,Digital,36.66,3.8,1.41,0.7,1.88,4.7,49.15
VendorB,2025-01-13 21:11:05.221375,2025-01-13 21:38:05.221375,3,4,Discount,N,20,13,Credit,6.56,3.12,1.58,10.43,9.26,3.32,34.27
VendorB,2025-02-07 14:23:05.221398,2025-02-07 15:16:05.221398,3,9,Premium,N,4,2,Digital,12.7,2.4,1.29,9.26,4.87,0.77,31.29
VendorA,2025-01-14 11:18:05.221425,2025-01-14 11:49:05.221425,1,13,Standard,Y,1,4,Cash,49.95,3.24,1.36,1.2,2.71,1.64,60.1
VendorA,2025-01-28 06:19:05.221445,2025-01-28 06:42:05.221445,4,2,Standard,N,4,17,Credit,20.07,2.25,1.84,13.56,8.74,4.49,50.95
VendorB,2025-01-17 22:06:05.221461,2025-01-17 22:17:05.221461,4,6,Standard,Y,2,2,Digital,5.68,4.96,1.18,7.95,7.57,3.02,30.36
VendorA,2025-02-02 20:08:05.221475,2025-02-02 20:54:05.221475,3,11,Discount,N,1,9,Cash,24.3,1.57,0.65,6.35,1.79,2.61,37.27
VendorA,2025-01-20 21:59:05.221490,2025-01-20 22:37:05.221490,2,3,Standard,N,19,3,Digital,9.83,0.97,1.46,0.28,5.73,3.78,22.05
VendorA,2025-01-13 00:21:05.221505,2025-01-13 01:14:05.221505,3,8,Discount,Y,18,11,Cash,36.23,1.53,0.64,3.26,8.16,3.16,52.98
VendorB,2025-02-08 01:20:05.221525,2025-02-08 02:16:05.221525,4,9,Discount,Y,4,1,Credit,28.22,1.79,1.22,1.4,7.51,1.08,41.22
VendorB,2025-02-03 12:45:05.221545,2025-02-03 13:28:05.221545,3,14,Standard,Y,14,9,Cash,7.39,4.47,1.69,8.4,1.16,0.4,23.51
VendorA,2025-01-31 23:23:05.221564,2025-02-01 00:09:05.221564,3,7,Standard,N,4,8,Cash,5.02,2.23,1.73,12.51,2.14,0.33,23.96
VendorA,2025-01-29 21:44:05.221591,2025-01-29 22:23:05.221591,3,13,Discount,Y,16,9,Digital,41.43,2.19,1.12,11.84,4.88,0.48,61.94
VendorB,2025-01-24 19:18:05.221616,2025-01-24 20:14:05.221616,2,6,Standard,Y,10,18,Digital,18.07,0.69,0.84,7.64,4.36,3.32,34.92
VendorA,2025-02-05 11:28:05.221637,2025-02-05 12:12:05.221637,4,1,Discount,N,2,14,Digital,47.08,4.56,1.48,5.94,6.46,3.93,69.45
VendorA,2025-02-10 07:37:05.221652,2025-02-10 08:10:05.221652,2,8,Discount,N,2,14,Digital,19.88,0.14,1.96,1.15,7.04,1.66,31.83
VendorB,2025-01-13 07:13:05.221668,2025-01-13 07:48:05.221668,1,4,Standard,N,6,18,Credit,41.43,0.52,0.75,2.37,6.69,0.56,52.32
VendorB,2025-02-08 17:31:05.221694,2025-02-08 17:50:05.221694,2,2,Discount,Y,16,19,Cash,31.59,4.35,1.51,8.25,7.64,1.27,54.61
VendorB,2025-01-17 23:33:05.221712,2025-01-17 23:55:05.221712,3,9,Premium,N,10,12,Cash,9.03,2.22,1.19,6.18,7.93,1.93,28.48
VendorB,2025-01-25 06:41:05.221727,2025-01-25 07:11:05.221727,1,7,Standard,N,7,5,Credit,15.57,4.39,1.63,10.92,5.67,4.26,42.44
VendorB,2025-02-01 13:47:05.221742,2025-02-01 14:01:05.221742,2,15,Discount,N,5,3,Digital,31.95,3.76,1.75,14.81,9.86,1.17,63.3
VendorB,2025-02-05 02:22:05.221758,2025-02-05 02:46:05.221758,1,5,Discount,Y,10,7,Credit,22.56,1.97,0.91,3.48,6.45,0.07,35.44
VendorA,2025-01-25 20:51:05.221772,2025-01-25 21:05:05.221772,4,15,Discount,Y,16,6,Cash,16.98,4.83,1.68,2.4,0.16,4.06,30.11
VendorA,2025-01-20 21:59:05.221787,2025-01-20 22:11:05.221787,1,6,Standard,N,15,20,Credit,33.58,2.21,1.26,10.03,5.46,3.24,55.78
VendorB,2025-01-18 15:22:05.221801,2025-01-18 15:31:05.221801,1,6,Standard,Y,14,10,Cash,29.89,0.76,0.52,3.22,2.77,2.3,39.46
VendorA,2025-01-19 05:31:05.221816,2025-01-19 06:19:05.221816,4,1,Discount,Y,11,9,Credit,14.02,4.7,0.64,10.92,2.42,4.1,36.8
VendorA,2025-01-14 18:18:05.221831,2025-01-14 18:29:05.221831,2,12,Premium,N,2,12,Cash,47.99,1.71,1.49,10.03,5.34,1.13,67.69
VendorB,2025-01-16 15:24:05.221847,2025-01-16 15:45:05.221847,2,4,Standard,N,12,20,Digital,16.41,2.86,0.94,12.73,7.07,2.29,42.3
VendorB,2025-01-31 00:39:05.221862,2025-01-31 01:23:05.221862,3,10,Premium,Y,3,17,Credit,33.26,4.6,0.57,0.09,0.57,2.91,42.0
VendorB,2025-01-15 17:44:05.221877,2025-01-15 18:36:05.221877,4,3,Discount,Y,12,13,Digital,34.43,1.17,1.47,13.06,6.53,1.59,58.25
VendorA,2025-02-08 12:12:05.221901,2025-02-08 12:56:05.221901,2,8,Standard,Y,6,5,Digital,46.1,0.78,1.53,14.66,8.04,3.82,74.93
VendorA,2025-01-12 22:39:05.221922,2025-01-12 22:52:05.221922,2,4,Premium,N,7,4,Cash,32.95,1.11,1.59,4.77,2.72,3.78,46.92
VendorA,2025-01-28 02:01:05.221937,2025-01-28 02:44:05.221937,4,13,Premium,Y,19,15,Credit,11.04,1.52,1.42,9.76,0.49,0.73,24.96
VendorA,2025-02-01 18:05:05.221951,2025-02-01 18:34:05.221951,3,12,Premium,N,17,16,Credit,37.79,3.6,1.4,8.6,8.87,2.23,62.49
VendorA,2025-01-24 04:35:05.221966,2025-01-24 04:56:05.221966,3,5,Discount,N,18,14,Cash,28.67,0.56,0.54,9.33,6.53,4.29,49.92
VendorB,2025-02-08 04:15:05.221985,2025-02-08 04:56:05.221985,2,12,Standard,N,8,13,Digital,29.64,0.67,1.76,3.23,4.57,3.4,43.27
VendorB,2025-01-30 01:32:05.222012,2025-01-30 01:41:05.222012,2,5,Premium,Y,8,2,Digital,24.24,3.28,1.36,10.98,8.6,2.41,50.87
VendorA,2025-02-08 09:04:05.222044,2025-02-08 09:56:05.222044,3,9,Premium,N,10,12,Credit,13.42,1.86,1.18,5.03,2.19,1.52,25.2
VendorA,2025-01-15 00:11:05.222060,2025-01-15 00:43:05.222060,2,10,Discount,Y,15,2,Cash,22.37,2.07,0.95,3.37,5.51,2.66,36.93
VendorA,2025-01-21 07:59:05.222079,2025-01-21 08:24:05.222079,3,9,Standard,N,20,15,Cash,25.0,3.27,1.29,7.11,2.11,4.7,43.48
VendorB,2025-01-24 15:48:05.222112,2025-01-24 15:53:05.222112,3,8,Standard,N,16,6,Credit,12.29,0.33,1.58,0.06,3.95,1.7,19.91
VendorB,2025-01-11 14:51:05.222130,2025-01-11 15:17:05.222130,1,5,Premium,Y,8,20,Cash,10.7,3.77,0.69,3.16,1.45,4.48,24.25
VendorB,2025-01-28 08:41:05.222145,2025-01-28 08:56:05.222145,4,1,Premium,N,9,1,Digital,15.74,1.58,1.4,4.04,4.13,1.03,27.92
VendorB,2025-01-19 13:21:05.222160,2025-01-19 13:48:05.222160,2,6,Standard,Y,19,17,Credit,29.35,0.32,1.01,13.32,1.28,3.92,49.2
VendorA,2025-01-21 03:31:05.222175,2025-01-21 04:13:05.222175,4,5,Premium,N,4,1,Cash,12.21,1.1,1.03,14.97,7.76,1.56,38.63
VendorB,2025-02-06 02:54:05.222189,2025-02-06 03:48:05.222189,1,4,Standard,Y,12,6,Credit,49.11,4.37,1.13,0.83,0.53,1.3,57.27
VendorA,2025-01-13 22:05:05.222204,2025-01-13 22:14:05.222204,2,15,Premium,Y,3,5,Credit,15.64,4.63,0.71,1.88,3.95,0.72,27.53
VendorA,2025-02-06 08:25:05.222219,2025-02-06 08:32:05.222219,3,2,Discount,N,5,11,Credit,14.71,1.23,1.59,2.49,9.86,3.56,33.44
VendorB,2025-01-26 09:55:05.222234,2025-01-26 10:10:05.222234,2,3,Premium,N,2,4,Cash,27.92,1.78,1.15,0.67,3.81,1.32,36.65
VendorB,2025-02-07 06:23:05.222249,2025-02-07 06:29:05.222249,3,2,Discount,N,20,1,Digital,36.87,0.65,1.05,14.64,9.05,1.09,63.35
VendorB,2025-01-14 16:02:05.222264,2025-01-14 16:50:05.222264,4,13,Discount,N,6,3,Digital,31.72,0.86,1.73,5.8,8.97,3.92,53.0
VendorB,2025-01-27 14:12:05.222279,2025-01-27 15:04:05.222279,3,6,Premium,N,10,14,Credit,10.35,0.69,1.7,12.27,0.67,4.07,29.75
VendorB,2025-01-19 14:31:05.222297,2025-01-19 15:11:05.222297,3,6,Discount,N,4,20,Credit,19.75,4.65,1.5,4.07,7.54,2.3,39.81
VendorB,2025-01-30 15:20:05.222313,2025-01-30 16:02:05.222313,1,6,Discount,Y,11,13,Digital,39.16,1.12,1.17,9.72,1.19,0.49,52.85
VendorB,2025-01-28 18:33:05.222338,2025-01-28 18:51:05.222338,1,4,Standard,N,11,1,Credit,30.54,4.13,1.32,14.03,0.65,3.08,53.75
